,raw,output,predict
116646,mas nurul huda baitur karang mekar,1,1
75954,"palbapang percetakan restu, 55764",1,2
125531,"lembu sura, 66 war bubur dong rama, denpasar utara",3,3
236312,"banyu urip wetan 3 c no 1 coffe giras 99, rw 7",3,2
76948,lembah sari pram lama 10 rumbai pesisir,2,2
145527,"sipr deran wotan adi suci, kelapa lima",3,2
164479,"soto ayam pak noto dharwa puc anom timur, kerta jaya",3,3
282478,"bella frame toko, pulo rib raya, ae 03",3,3
110104,"pend raya, no 5 mekar jaya rt 2 rw 23 sukmajaya",2,2
276716,"ud. lima jaya raya madu, banjarmadu",3,3
21142,adi rias pengantin para bangun harjo,3,2
151238,boule b 4 cijantra pagedangan,2,2
286033,"kulim, sidomulyo timur kel.",2,2
94009,kaliwates nasi iii 236 68131,2,2
109338,sambutan pel 3 74,2,2
148928,"jalan tusam raya taman kuliner turki, banyumanik semarang",3,3
286038,pondok aren mush nurul huda 5 pondok aren,2,2
29163,rs. fatma raya kebayoran baru,2,3
202367,"kalideres kamb ii, 7 rt 1 11 11840 kalideres",2,2
37813,"sela baru toko, teluk bintan",0,3
55174,telaga bodas raya 99 karangrejo rw 2 gajah mungkur,2,2
113507,"zafa pulsa,",1,2
200332,"kranggan karimun jawa, 4 prajurit kulon",2,2
273190,"desa puspanegara, kp kebon kopi rt04 010, no 37 depan mushola ar ridwan",1,1
242354,demangan baru 31b caturtunggal depok,2,2
93315,permata hijau 1 rorotan cilincing,2,2
265463,"tebet timur dalam vi, 7-9 11 tebet timur tebet",2,2
290432,mahk pirus babakan madang babakan madang,0,2
237127,gerbang permai pamengkang rt 01 rw 10 no 2 blok,1,1
92371,"sungai bangkong gg. sapta, 4 78113 pontianak kota",2,2
32067,tegal rejo mes tau 39 20236 medan perjuangan,2,2
153031,"gg. sejan, 386 besar medan labuhan",2,2
211606,"hard coffe, mera, limba u dua kota selatan",3,2
224439,man jaya i 46 menur pumpungan 8 sukolilo,2,2
12783,oppu batu tahan siah 2 balige,2,2
281291,"far den, flamb, susukan",3,2
281984,taman sari man besar ii 22 rt 1 7 11160 taman sari,2,2
265609,"jend ahmad yani, 106 mal service & part,",3,3
230594,"brat wetan iii, wonokromo",2,2
22981,"sad food str jend pol r s soek,",3,2
68319,teluk gong sela 5 28 pejagalan rt 4 17 penjaringan,0,2
11283,jl. mulawarman gedung silver radar tarakan depan bandara.,3,3
32854,"anwar bos prabot, tel asih, no 81",3,2
190653,"rita cok,",1,2
154922,"alfamart h691 soekarno hatta,",3,3
197081,ulujami kel. kamp baru 2 no 1 rt 10 rw 2 pesanggrahan,2,2
128025,kp panibungan rt03 rw02 desa tambang ayam kecamatan anyar kab.serang provinsi banten,1,1
91677,"rt:09  rw:05, dusun : bangeran lebak, desa : bangeran, kec : dukun, kab : gresik",0,1
136087,lhok rukam tapak - subu tapak tuan,2,2
182705,"renu, 7 cibubur rt 9 7 ciracas",2,2
279387,"limo mer, 98 16514 limo",2,2
4956,"kelompok berm ihti, sukabares waringin kurung",1,2
157145,kelapa dua gg. lang 45 rt 6 4 kebon jeruk,2,2
48688,broto timur ii semarang utara,2,2
249114,"bubur ayam bang shob, jurug sari iii condong catur depok",3,3
56226,perm timur no 15-19 citeureup cimahi utara,2,2
36312,gun krak a pulo brayan darat ii medan timur,0,2
105698,raya keso ked 23 kedungadem kedungadem,2,2
229007,"ratna, no 99",2,2
176855,"cempaka putih barat mard raya, gg. b no 26 5 10520 cempaka putih",2,2
22354,"gro beras daffa jaya, pasir impun, mandalajati",3,3
207970,swajaya toko pabri,3,1
297214,"dr silv lit, prof pica, no 9 merdeka medan baru",0,2
135511,larangan selatan gang seko rt 3 7 15154,2,2
260469,sento batu akik yk banjarharjo,3,2
293208,tegal gundil ban raya 182 rt 2 14 bogor utara - kota,2,2
134761,"notaris hans bern sh, bkr",3,3
272312,"peri kem, adip ud, marumpa",3,3
145389,"roti bakar kimochi soro wija,",3,3
32197,"grha datacomm. jl. kapten tendean no.18a, kota jakarta selatan, mamp",3,3
186084,"ren camping, suka",3,2
271387,"yeti, raya bandung-cirebon, no 10 ciborelang jatiwangi",2,2
132995,"got roy, kreo larangan",2,2
192595,kavl pen 48a rt 2 7,2,2
290210,kar gayam wetan i 19 3 mojo gubeng,2,2
83443,"niko service cen sendowo, no 9 rw 6 semarang tengah",2,3
124860,serdang eka v 28 rt 12 4 kemayoran,2,2
7705,gg. kan 175 condongcatur rw 5 depok,2,2
260422,"nysm refill center, komis bamb suprapto, purwokerto timur",3,1
181743,"puc anom 9, no 24 batursari kel.",2,2
290212,tanjung lubuk tanj kara indralaya selatan,2,2
9061,paledang otto iska 49 rt 4 2,2,2
21022,raya sege 19 segeran kidul juntinyuat,2,2
292036,kuningan timur perintis 34 rt 14 5 12950 setia budi,2,2
205024,jati per 41 rt 18 6 pulo gadung,2,2
255239,"dian,",1,2
55356,lebo agu gg. iii 55 rt 11 rw 1 60134 tambaksari,2,2
40148,"selat, e2 13 cipta panji megantara, lesanpuro",3,2
262338,pae 45 raha ii katobu,2,2
157872,"nurul fashion, taman ubud loka 3, binong",3,3
4086,"prof moh yamin, bank rak indonesia,",3,3
1708,aster 278 bintara rt 7 9 bekasi barat,2,2
199518,galanggang kp.dungudpurn (gang sukawargi pinggir terminal batujajar) rt03 rw 10,1,1
278815,pedalangan jati raya 15 rw 2 50263 banyumanik,2,2
295018,"gang ikh, 5 jagakarsa",2,2
118980,"tb anug bang, dha bakti,",3,3
122442,"sunter jaya the art of living danau indah raya, 1 rw 14 14350",3,3
247466,"rm panggang inganta man, let jamin gint,",0,3
253410,karangraharja wala 2 cikarang utara,2,2
238889,"optik melawai, sampora",1,2
196664,"margaluyu, no 87 buahbatu (margacinta)",0,2
290464,"gapura taman gandrung terakota masuk, lurus aja.. pertigaan lurus jangan ikut pavingan",1,1
193963,must jaya no 31 rt 3 1 mustika jaya mustika jaya,2,2
7875,"raya padala, 247",2,2
98708,angg vanda 28 rawa buntu serpong,2,2
119110,"sopo del tower, lt. 30 shopee",1,1
138008,"yaya giant squid, penjaringan",0,2
12951,"diwipa. pt, byp ngu rai, denpasar selatan",0,3
192497,"jln papanggungan, kpad pindad selatan blok h no 2",3,3
163408,mel 2 sumberejo ngasem,2,2
261640,"kantor pbb, buluh kasap dumai timur",1,1
6869,karya bakti no 20d rw 9 pulo gadung,2,2
165580,"anna sui, asia afr tanah abang",3,3
136767,haji taba 2 16 duren sawit duren sawit,0,2
225731,"rm. cahaya bundo kand, p. dip, kisaran barat kota",3,3
3022,"bandar kidul ban lor, 66 64114",2,2
196076,"menteng dalam natu farm, cas, 13 rw 5",3,2
234587,"asia afr, 136a yammie hotplate, rw 1 gelora tanah abang",3,3
66309,"indra sakti kedai onggah, pasar 21316 tanjung balai selatan",3,3
57974,rempoa pon indah 41 10 15412 ciputat timur,2,2
140097,"selamat kolo abun lor cem ii, 100 telanaipura",0,2
32336,"fajar jaya cv, jend bas rah,",3,3
60783,"perumahan negeri sakti persada blok a5 no.4 hutan,negeri katon.kabupaten pesawaran lampung",1,1
230910,"ra b saki, ikan pira lowokwaru",3,3
26786,"mutiara xi, 6",2,2
138068,jatiluhur gg. h. long 116 rt 6 rw 1 jatiasih,2,2
180764,tem suko vi 19 9 wonorejo tegalsari,2,2
219326,nusukan wala maramis no 92 57136 banjarsari,2,2
231866,"anik cell, paji",1,3
67828,"taman wana indah, wanajaya cibitung",2,2
204206,"ba nurul yaqin karangmalang bler, kyai jebat, bintoro",3,3
37390,mojorejo taman karya 10 63139 taman,2,1
37186,citarum ri 15 40115 bandung wetan,2,2
84334,"siba pon, gundaling i",1,2
71283,li 20h jatiwarna rt 5 7 pondok melati,2,2
148429,"pt. aneka electr nusan, komp dosen ikip",3,3
7614,"toko spa, lawu, karanganyar",3,1
140256,btn. pongtiku residence no 48 mamuju . jalan : pongtiku rt rw : binanga,1,3
41175,cina no 3 cilimus,2,2
204658,batujajar barat jl. cangk,2,2
254,kota bambu utara 1 4 rt 16 3 kota bambu utara palmerah,2,2
291739,"cv dwi jaya laun & dry clea, muria raya 1 rw 10",2,3
78120,"salon fatimah,timur stasiun sumberwadung",1,1
243905,"lidah kulon glo communication, royal park, no tl4 2 6",0,2
100629,gg. gaya 83 pasar minggu rt 7 2 pasar minggu,2,2
10320,jeng ii 48 pucang,2,2
39112,gg. s 20 rt 1 rw 13 cempaka putih barat cempaka putih,2,2
165420,"bot 1,",2,2
79869,"sido dadi ist jati raya pekalo, 34391",3,3
40303,setro jl. raya meng rt 9 rw 5 menganti,2,2
44931,"taman alfa indah, petukangan utara",2,2
183655,raya cibeu 156 sukaraja sukaraja,2,2
275748,agan tana,2,2
244053,"kan pos, kelud raya",3,3
112183,serua serua per raya 14 ciputat,0,2
23550,"suka mulya,",2,2
167445,intan x ngijo,2,2
47663,"g. baw, no 142 daihatsu, makassar",3,2
233486,"ama, no 42-57 penggilingan rt 1 rw 6 cakung",2,2
214669,"toko sari utama, raya lamongan, sukodadi",3,3
193840,kra i 35 rt 2 5 tajur ciledug,2,2
237418,sho iska 2 sukadamai nirw carwash tanah sereal,3,2
178557,perum jatij b8 rt 4 rw 11 16451 tapos,2,2
261996,aren jaya p. biak 5 no 206 rt 1 rw 6 bekasi timur,0,2
197206,pasar atum tahap iv bongk bongkaran pabean cantikan,3,2
14423,"masjid alfathah,",1,1
217456,gg. sumba iv sumur batu kemayoran,0,2
3491,"adil, no 16",2,2
85439,kosg 111 baruga baruga,2,2
172233,panunggangan barat imam bon 166 rt 1 5 15138 cibodas,2,2
116132,srengseng sawah sreng sawah 46 rt 6 7 jagakarsa,2,2
144546,"vila dago, no f1 3 d+d 9a33 villa dago, ciputat",3,3
208036,sanim 8 tanah baru rt 5 2 beji,2,2
242688,kapuk jati 4 rt 9 13 11720 cengkareng,2,2
168749,gg. kasih lok bahu sungai kunjang,2,2
69768,"cat's vill penerop bint,",0,3
136620,masjid al falah,1,1
296697,"lak adi suci, 230 panc rejeki blimbing",0,2
155710,"keta kali, 19 ketabang rt 4 6 genteng",2,2
260326,mas no 9 rt 7 10 cibubur ciracas,2,2
72034,raya sho iska kayu manis rt 2 4 tanah sereal,2,2
282627,cele i 123 jatimakmur rw 12 pondok gede,2,2
205225,maguwoharjo nan iii 161b 4 depok,2,2
257409,"taman hutan babakan siliwangi, siliw no 389 40132 coblong",3,2
294246,sukmajaya kamp sawah indah no 62 16920 tajurhalang,2,2
121044,"alsya cell raya pura, purabaya",3,3
293316,medan motor pancing indra kasih,3,3
40795,raya abep 31 wai mhorock abepura,2,2
204324,"ferdi cell, rowokangkung",1,3
18386,bili kepolorejo magetan,2,2
229140,lor saha 1,0,2
50559,steam mobil motor raya bogor suka cigombong,3,3
99134,halte bus pasar modern harapan indah bekasi full damri dan primajasa,0,3
147027,anggut atas kel. soek,2,2
49,kebalen raya babe 43 6 babelan,2,2
283905,kerto raha 2 kepanjen,2,2
134705,"kebab turki the best yuli boyola, kemiri",3,1
99117,sidareja kedungreja-pangandaran 78 sidareja,2,2
99095,"aricell 4, kh abu bakar,",0,3
155252,"monumen cv, palem i, no 5",2,3
254189,"jaka jati,",3,3
291695,"joglo cof cafe raya cepu,",3,3
103503,u2 salon siliw benda baru,0,3
126176,"balas klum, no 30 aqi laundry, rw 1",3,3
56197,"kerto - tul, 161 papar papar",2,2
232602,haji makri pekayon jaya bekasi selatan,2,2
176023,tim ii no 17,2,2
297580,komplek karya nusa blok a no 4,1,1
19701,petukangan utara bun 71 rt 2 11 pesanggrahan,2,2
246188,"seb chili, may sung magersari",3,2
199493,"cv ikt jiwa, matr raya, matraman",3,3
186419,at-t utama 142 kembangan utara rt 6 8 kembangan,2,2
229402,asrama polisi kota beringin no. 2b,1,1
158343,salak 7 jelupang serpong utara,2,2
179257,"borob, 17-18 jakasampurna 15 bekasi barat",2,2
142785,peny tom iv 11 meruya utara rt 8 10 kembangan,2,2
264280,"cluster griya indah blok f no. 2, jl. pesantren, rt.003 rw.013, jurang mangu",3,3
73884,padang halaban transport ( pt. universal transindo mas  sinarmas),1,3
183130,soew tlogoanyar lamongan,2,2
20963,"anye 2, no 278 ari shop, depok",3,3
189828,"sidom, medan timur",0,2
294413,"toko new makmur, mes raya,",3,3
130633,"sim fast yogyakarta,",1,2
245740,"komp green visela, no 14a cv. peri inti mandiri tanjung rejo",3,3
289680,bandulan bandu gg. vb 65146 sukun,0,2
7411,jln keron 24 cipondoh komplek garuda cipondoh per rt 4 3 cipondoh,3,3
92893,gg. jati kun 2 jati padang,0,2
257980,"laboratorium klinik afama medika, tanj sari, ngaliyan",3,2
99474,pusd 3 cililitan rt 1 11,2,2
233340,jl supriadi no 59 patemon pakusari (depan stasiun arjasa),3,3
153240,jend a. yani tumpas,2,3
214630,"muktiharjo kidul dinar, 12 25 50197 pedurungan",2,2
92817,perum dirgantara permai blok b4 - no. 33,1,1
221699,"bebek gor socah, swad,",0,3
84497,riau 46 a tampan payung sekaki,2,2
7299,"lapa deng,",1,1
79997,"mie ayam ceker mustika raya karang, 51156 bojong",3,3
11546,kuj no 24,0,2
289616,toko rahayu karang anyar gandusari,1,3
241580,p. sugih no 51 sumedang selatan,2,2
174983,poros palla tetebatu somba opu (upu),2,2
165383,"jepa, tirta wangi laundry,",3,3
214886,"front com, let jamin gint,",3,2
272546,gang puske,2,2
90310,"gpdi ekkl pusat moto, motoling dua motoling",0,3
134340,larangan indah mel no 18 rt 6 6 15154 larangan,2,2
61470,"sinar jaya. ud perum citra can asri,",3,3
187438,"pemb a, no 373 pengasinan kel.",2,2
5863,"spbu db 3,",1,2
39768,mengk gg. iii 11 lagoa 7 koja,2,2
8139,bloto 10 blotongan sidorejo,2,2
51750,"pt cakrawala citra mega multifinance, tenayan raya",1,3
177439,"pon dahar sederhana asoy, 1 ngaliyan",0,2
203052,"rooby collec, laksa r e mar padang cermin",3,3
154369,"alur laut, 45 rawabadak selatan rt 4 4",0,2
238730,jl. suma jl. jomb kecamatan: ciputat,2,2
214071,"gang arj, kuta",2,2
276168,"zona eropa no a 15 marlyn salad, pasirranji",3,2
195587,mampang prapatan tegal par utara i 25 rt 2 4 12790 mampang prapatan,2,2
233106,"happy cell, peri kemerd pulo gadung",3,3
21793,bakti per 8 karang timur karang tengah,2,2
178749,apus 1a kota bambu selatan palmerah,2,2
31118,"crun, suma, jombang",3,2
64773,ngajum nga 222 wonosari,2,2
31621,"war pak too a5l,",1,1
103337,"cemp 5, pesanggrahan",2,2
200409,tipar cak 21 sukapura rt 9 3 cilincing,2,2
184920,adhik 75 kedoya selatan rt 14 2 kebon jeruk,2,2
157342,gg. murai 210 depok,2,2
189250,"pondok pesan asy syifaa, 40362 ciwidey",0,1
114062,"jns car body repair hadiah, jelambar",3,2
142365,"pt.tri timur, nusa bar, m a b a r",2,3
126890,kabup 50 bugih pamekasan,2,2
83842,"mah, 25 rw 9 pulo gadung",2,2
50057,"toko buah ahmad, cen,",3,3
289868,kamp bulu setiamekar tambun selatan,2,2
193503,j p dal 7 kebayoran lama selatan rt 12 5,2,2
227457,"pondok tjandra indah jl. nanas utara 1 no.2 gardenia,waru,sidoarjo,jawa timur",3,2
72869,"warung sari, masjid annur tebet",3,3
159872,pon pakul 14-15 pakualam serpong utara,2,2
245879,"gatot subr, lemb terapy center,",3,3
115807,kedungdowo jl. lkr. barat jl. jetak kedungdowo km kaliwungu,2,3
95085,kb al firdaus simpang empat,1,1
17638,kadumangu kamp leuwi jambe 70 rt 6 3 16810 babakan madang,2,2
146319,"suhe, baleendah baleendah",0,2
116428,jl. martapura lama km 7.2 sungai lulut. komplek sejahtera mandiri raya no.106,3,3
210919,kayunan pand dusun 64175 plosoklaten,0,1
70784,pisangan timur cemp 3 34 rt 6 5 13230 pulo gadung,2,2
114704,peri 1 no 27 rt 10 2 12920 setia budi,2,2
47739,"ud. anik tri yuli gang budi mulia, andir",3,3
24542,intan mulia ii 6 cipedes,2,2
175423,"english skybridge,",1,2
132836,mekarsari tipar halim 39 cimanggis,2,2
198167,"keude cunda merd, 47 muara dua",2,2
24662,"green depok resid, 2 cilodong",0,2
72790,a m p l a s gg. jala 20226 medan amplas,0,2
217198,jalan babakan cianjur komplek pesona pasteur residence blok c2-4 rt.06 rw.02 kel.sukaraja,3,3
285096,batu bara 1 no 13 turangga lengkong,2,2
132313,sd neg budhi asih cibu,3,1
35962,"del 8, 12 yel energy hel apparel,",3,2
4087,"taman ganesha blok d10 no.2, telaga kahuripan, parung, bogor",1,1
9163,"rumah cantik sakinah wg, jl. kartini raya no. 38 e ruko texas",3,3
158831,"property dekorasi, samarinda ulu",0,2
240408,konter hp jaya cell samping honda ahhas pasar setu desa lubang buaya kecamatan setu bekas,1,1
3410,hanifah cv perum griya prima,3,3
70579,raya tajur 82 rt 3 rw 2,2,2
168261,"cv. zianas jaya, tanah jambo aye",1,3
149658,pati unus 52 semampir,2,2
263064,omah manoek cangkr,1,2
199838,"setu serah 6, beng surya prima teknik,",3,3
185052,kalij xi 32 4 kalijudan mulyorejo,2,2
111380,"rm ganti salero, lubuk bega, lubuk begalung",3,3
235727,gun 174 garut kota,2,2
25176,"bu da p, b 15 rt 1 1 tamalanrea",2,2
143527,kebon kacang kebon kac 1 86 2 tanah abang,0,2
14237,kint baru 4-10 2 bendungan gajah mungkur,2,2
194518,kayuringin jaya jl pat raya 7 bekasi selatan,2,2
74547,kem ilir ii kemanggisan palmerah,2,2
17024,soek hatta 30 anggut atas,2,2
242415,at taqwa 46 serpong utara,2,2
247158,"sab, 5 perak timur rt 6 1 pabean cantikan",0,2
89480,maricaya baru gun mer 9 makassar,2,2
185957,lin suma no 27 blang oi meuraxa,2,2
294163,"jimbaran kel. uluw, no 111x kuta selatan",2,2
29479,"vyn's collec dan guest house,",1,1
244411,sukapura rt 03 rw 02 gang rongsokan sebrang sdn sukapura 2 cat rumah hijau pink,1,1
245712,banguntapan garuda 1 55198 banguntapan,2,2
119542,wanakaya wana gunung jati (cirebon utara),2,2
83105,"darmo indah timur i, no 40 rw 6 tandes tandes",2,2
169980,"toko elektr dimas antena, villa gad hara 5, satriamekar tambun utara",3,3
271769,"penjahit cahaya gom lama, 46 rw 5 banyumanik",3,2
269409,"yogen fruz  rukan bint jaya, ruko multi guna, no 10e",2,3
249760,ser iv pakuan kel. bogor selatan - kota,2,2
32693,"kbs aisyiah bustanul atf 7,",1,2
287963,"dusun 1 tugu pacul .pedamaran timur, kab.ogan komering ilir",1,1
202077,duri kosambi flamb utama iii 27 rt 13 10 11750 cengkareng,2,2
211884,perumahan bumi asri cihanjuang blok d 33,1,1
231947,"pon, no 6 pom mini, ciracas",3,3
87646,"gedong meneng mart bangka dmg, za pagar alam, no 154 35145",0,1
10182,"supr, kebonsari sukun",2,2
61752,inaq pandi tgh abdul hap jagaraga indah,3,2
164058,kapuk 1 22 rt 3 4 kayu manis matraman,2,2
36716,"siopat bahal lin taru - sipi, 79 pahae jae",2,2
208607,kedin ten baru vii 6 2 60129 kenjeran,2,2
117087,"notaris endah sury sh., m.kn. n. pete tritih wetan jeruklegi",3,3
41455,jl. kramat raya (prodia tower kramat),3,3
122144,"desa lomb laok, karpote kel.",2,2
69674,"vete, 20 ilir i kel.",2,2
87198,"ct ori, kar ten raya, cilandak",3,2
273355,"gar jaya raya serp, no 24a pondok jagung serpong utara",2,2
168485,seta 2 maccini gusung makassar,2,2
265248,"berdi i, no 39 kapuk rt 6 1 cengkareng",2,2
167075,gra bata sindangsari pasar kemis,2,2
227366,"pamarayan allidra phone cell, raya haren, 42176 pamarayan",3,3
88082,bambu apus jl. muj raya bambu apus pamu tange 1,2,2
203409,makasar sumur jambu 1 24 rt 6 5 13570 makasar,2,2
252813,gay gayungan gayungan,2,2
286030,"bojong emas park sapan, no 447 solokan jeruk",2,1
241223,war sela dusun martapura,1,3
100594,"sumber agung-, yos suda",3,3
110792,"s, 78 perumnas way halim",2,2
159531,dok muwa i no 2 rt 15 3 grogol petamburan,2,2
18683,"pertuk kayu anug kap a anwar ars,",3,3
290868,sungai pinang dalam geri 17 75117 samarinda utara,2,2
103757,sindan 109 ngamprah,2,2
235942,"bajaga online clus perm,",3,2
155018,ah nasu 173 jatihandap mandalajati,2,2
80968,"lau luas pt tbk, teuku umar, no 4",3,3
259699,"jl. perintis kemerdekaan 3, btn hamzi blok c1",3,3
32123,"jl. mal i, gg. 7 38 malaka sari rt 10 6 duren sawit",2,2
152368,"kano xiii, kelapa dua kelapa dua",2,2
138857,"tk sekar ratih kre jaya sela gang 2, krembangan",3,3
210613,"pegangsaan matr dalam iii, 2 rt 9 rw 7 10320 menteng",0,2
262089,"war makan sel jep, kaliwungu",3,3
123381,"werdi bhuwana mini cell, raya denpasar-singaraja no 2 80351",3,3
106531,"pulo gebang pg indah, 714 rt 4 11 13950 cakung",2,2
203230,sei jang darat 58 sei jang bukit bestari,0,2
118793,pa kun 24 rawa buntu rt 1 9 serpong,0,2
294620,toko madju djaya sampali percut sei tuan,1,3
256608,"mawar, 2b pasar minggu cate service uta pt, rw 4 tanjung barat",0,3
194213,"perum bumi emas, no g3 8",2,2
74895,merd 2 97 sungai pinang dalam sungai pinang,2,2
201525,jatibening cemp 2 16 17412 pondok gede,2,2
213744,"susu kamb etawa skey,",1,2
294449,"tasik gor, raya kedu, kedungan",3,3
179805,setro baru i 74 rw 3 60134 tambaksari,2,2
193188,jambangan jamba vi 20 rw 2 jambangan,2,2
143526,"dea orint balikp (toko mega raya) dahor i, baru ilir",0,3
26718,"mts swasta sa roudl tholibin, kra, no 351 62195",0,2
93208,dusun iv susukan tanjak rt 001 rw 009 desa mandala kec. dukupuntang kab. cirebon,1,1
61427,"cikij, pand technics cikijing",3,2
298591,"mirah iii, meruya utara kembangan",2,2
183136,"agen nurusy-syifa,",1,1
120464,"ragunan amp ii, no 9 rt 2 9 12540 pasar minggu",0,2
127683,ahmad yani curup timur,2,2
257943,"condong catur warunk sosmed soto spesial medan, raja 5a",3,3
89085,tambak wedi baru gg 1 no 99 (rumah paling pojok),1,1
96839,"dr. sosro kart, barongan kel.",2,2
218578,raya bam 119 saptorenggo pakis,2,2
162362,"ratu diba no 31 raja accu 5, jati agung",3,2
232929,"mega arditya. cv, diponegoro, madras hulu medan polonia",3,3
