entity,predict,output
POI,mts swasta pppi miftahussalam banyumas,mts swasta pppi miftahussalam banyumas
POI,komplek suaka indah,komplek suaka indah
POI,99ers coffee,99ers coffee
POI,ra at taubah,ra at taubah
POI,cluster bellagio,cluster bellagio
POI,siantana pratama makmur pt,siantana pratama makmur pt
POI,pecel pincuk mintorejo,pecel pincuk mintorejo
POI,pertigaan kampung baru,rumah makan bareh solok
POI,pangkas rambut sumatera,pangkas rambut sumatera
POI,warung nisa - wns kabayan,warung nisa - wns
POI,kb paud mutiara bunda,kb paud mutiara bunda
POI,mie baso mas julin,mie baso mas julin
POI,perum bumi gemilang,perum bumi gemilang
POI,andalan finance,andalan finance
POI,toko jam citra,toko jam citra
POI,jati bar,jati bar
POI,toko ic phone,toko ic phone
POI,pelabuhan kelong,pelabuhan kelong
POI,komplek dki,komplek dki joglo
POI,jne agen raihan,jne agen raihan
POI,grand serpong 2,grand serpong 2
POI,bandar tinggi,bandar tinggi
POI,toko pinokio,toko pinokio
POI,pasar pspt,pasar pspt
POI,surya mandiri aluminium dan kaca,surya mandiri aluminium dan kaca
POI,tanah lapang merdeka binjai,tanah lapang merdeka binjai
POI,smk negeri waiheru,smk negeri waiheru
POI,juragan steak,juragan steak
POI,warung ngopi 821,warung ngopi 821
POI,ponpes tarbiyatul ulum,ponpes tarbiyatul ulum
POI,dodol petshop sempidi,dodol petshop sempidi
POI,cempaka baguna,cempaka bag
POI,alun-alun karawang,alun-alun karawang
POI,minuman jelly,minuman jelly
POI,musholla darus salam,musholla darus salam
POI,karimah,karimah
POI,perum marco duta,perum marco duta
POI,warteg ibu iyus,warteg ibu iyus
POI,bagas motor,bagas motor
POI,kampus trilogi,kampus trilogi
POI,lukman,lukman
POI,pangkas rambut indah,pangkas rambut indah
POI,topx reload,topx reload
POI,tb. resti jaya,tb. resti jaya
POI,cucian malio dewi,cucian malio dewi
POI,stasiun tanjung barat,stasiun tanjung barat
POI,ud. opi hendriyani,ud. opi hendriyani
POI,perumahan taman wira,perumahan taman wira
POI,dokter erchy,dokter erchy
POI,bumi nyiur,my card & souvenir manado
POI,my card & souvenir manado,my card & souvenir manado
POI,lebah munte,lebah munte
POI,condet kaca,condet kaca
POI,vihan suites,ayola vihan suites
POI,apotek konoha farma,apotek konoha farma
POI,optik media,optik media
POI,mts swasta salafiyah syafi iyyah,mts swasta salafiyah syafi iyyah
POI,grand palais,grand palais
POI,sorowako karate club,sorowako karate club
POI,cellonet saga,cellonet saga
POI,pd. borobudur,pd. borobudur
POI,ruko city walk,ruko city walk
POI,medan baik,medan baik
POI,asrama pusdikzi,asrama pusdikzi
POI,warung bongkok,warung bongkok
POI,fikry toko,fikry toko
POI,warung yes,warung yes
POI,sd negeri cilogog,sd negeri cilogog
POI,yuli salon,yuli salon
POI,president mebel,president mebel
POI,asrama tni ad,asrama tni ad
POI,sd negeri 1 tinduk,sd negeri 1 tinduk
POI,cluster royal london,cluster royal london
POI,sunter jaya,sunter jaya
POI,warung om mus ubcg,warung om mus ubcg
POI,apotek meliana,apotek meliana
POI,situ pondok jagung,situ pondok jagung
POI,toko novi,toko novi
POI,pta amran,mitrakarib tatamandiri pt
POI,burung bumi,burung bumi
POI,the saparua,the saparua
POI,grand centro,grand centro
POI,breadlife,breadlife
POI,saung mie ayam olala,saung mie ayam olala
POI,herdiana,herdiana
POI,jembatan citarum dayeuh kolot-baleendah bandung,jembatan citarum
POI,pondok duta,pondok duta 1
POI,haji pemanggilan,haji pemanggilan
POI,pondok pesantren al bar,pondok pesantren al bar
POI,bank ocbc nisp,bank ocbc nisp
POI,terminal indihiang,terminal indihiang
POI,pecel lele wijaya gangsar,pecel lele wijaya
POI,ud. siti nurhayati,ud. siti nurhayati
POI,yuni collection,yuni collection
POI,daeni,daeni
POI,pantai thr,pantai thr papadaan
POI,toko bu ambar,toko bu ambar
POI,gelato and coffee,cose artisan gelato and coffee
POI,smk muhamadiyah,smk muhamadiyah gunung kapur
POI,siantan jaya,siantan jaya
POI,retno,retno
POI,pt sumanindo grahawisata,pt sumanindo grahawisata
POI,pancoran barat x1h,pancoran barat
POI,pt. delameta bilano,pt. delameta bilano
POI,angkringan ala jambi,angkringan ala jambi
POI,pt. serdang hulu,pt. serdang hulu
POI,pt kaleia berk,pt kaleia berk
POI,liza farma,liza farma
POI,jembatan lappo',jembatan lappo'
POI,toko humam,toko humam
POI,pangkas rambut idola2,pangkas rambut idola2
POI,new istana,new istana
POI,scoop,scoop
POI,gedung mayang arum,gedung mayang arum
POI,saung geulis hotel,saung geulis hotel
POI,griya pijat asa,griya pijat asa
POI,tikal intra-muros. cv,tikal intra-muros. cv
POI,sm shop bali,sm shop bali
POI,warung petir,warung petir
POI,pratama motor,pratama motor
POI,toko ika jaya,toko ika jaya
POI,sedap jaya,sedap jaya
POI,mie ayam,mie ayam
POI,sd negeri tepus i tepus,sd negeri tepus i tepus
POI,stasiun ciganea,stasiun ciganea
POI,balai rupih,balai rupih
POI,sentral bulukumba,sentral bulukumba
POI,puro tokoherman,tokoherman
POI,dokter gigi evisari,dokter gigi evisari
POI,pt adhi karya,pt adhi karya
POI,balai rupih,balai rupih
POI,edwin bika ambon,edwin bika ambon
POI,terminal cafe,terminal cafe
POI,agus jaya plat,agus jaya plat
POI,jolly good english enrichment,jolly good english enrichment
POI,stasiun kroya,stasiun kroya
POI,tk islam al hikmah,tk islam al hikmah
POI,fatma toko,fatma toko
POI,griya madani,griya madani
POI,simpang hasanudin,simpang hasanudin
POI,sharana medika utama,sharana medika utama
POI,rumah susun,rumah susun
POI,warung kembar,warung kembar
POI,toko hamdalah oli,toko hamdalah oli
POI,mercy duta phone,mercy duta phone
POI,paud cibitung,paud cibitung
POI,kantor pengacara husin,kantor pengacara husin
POI,ud surya gemilang,ud surya gemilang
POI,johan laundry,johan laundry
POI,matahari galeri yogya,matahari galeri yogya
POI,lisa,lisa
POI,pasar viii raha,pasar viii
POI,lestari residence,lestari residence
POI,azizah cellular,azizah cell
POI,andin sostel,andin sostel
POI,snack point,snack point
POI,soto lamongan resep mertua,soto lamongan resep mertua
POI,the body shop,the body shop
POI,masjid al-wildan,masjid al-wildan
POI,kantor pemasaran,kantor pemasaran
POI,lebak jero,lebak jero
POI,inu laundry,inu laundry
POI,tama cell,tama cell
POI,masjid al-mutaqin,masjid al-mutaqin
POI,rawa panjang,rawa panjang
POI,rumah makan tiga gadis,rumah makan tiga gadis
POI,wisma sriwijaya,wisma sriwijaya
POI,paradise resort,paradise resort
POI,cafe nusantara,cafe nusantara
POI,juara sport toko,juara sport toko
POI,toko kue al-rusdak,toko kue al-rusdak
POI,stasiun ngadiluwih,stasiun ngadiluwih
POI,nurul amira teknik,nurul amira teknik
POI,pemakaman,pemakaman
POI,putra moro indah,putra moro indah
POI,prodia tower,prodia tower
POI,wm steak omah chrispy,wm steak omah chrispy
POI,waroeng steak resto and cafe,waroeng steak resto and cafe
POI,perumahan bayur sarana indah,perumahan bayur sarana indah
POI,mis nurul falah,mis nurul falah
POI,pasar sunan,pasar sunan giri
POI,serikat pekerja,serikat pekerja keadilan
POI,mitra bukalapak warung rakha,mitra bukalapak warung rakha
POI,mandiri mitra usaha,mandiri mitra usaha
POI,mitra tani,mitra tani
POI,kantor lurah kebunsari,kantor lurah kebunsari
POI,universitas brawijaya,universitas brawijaya
POI,pusat oleh- oleh bakpia 750,pusat oleh- oleh bakpia 750
POI,billy barbershop,billy barbershop
POI,cimb niaga,cimb niaga
POI,kp cisasah bl,kp cisasah bl
POI,servis mobil,servis mobil
POI,masjid baiturrahmah,masjid baiturrahmah
POI,garpu restaurant,garpu restaurant
POI,kios ngadinah,kios ngadinah
POI,k2 cell,k2 cell
POI,paradise resort,paradise resort
POI,madrasah ibtidaiyah swasta,madrasah ibtidaiyah swasta
POI,alun-alun raha,alun-alun raha
POI,sanggar  de batavia,sanggar  de batavia
POI,ubud backpackers room,ubud backpackers room
POI,rusunawa pesakih,rusunawa pesakih
POI,tpu lanobake,tpu lanobake
POI,bintang mebel,bintang mebel
POI,pia,pia
POI,sdn sawojajar 1,sdn sawojajar 1
POI,potong rambut madya,potong rambut madya
POI,dr. wahi bakso dan mie ayam borneo,bakso dan mie ayam borneo
POI,sasak perot,sasak perot
POI,bakso dan mie ayam ariij,bakso dan mie ayam ariij
POI,perumahan wahana,perumahan wahana
POI,pertokoan kartika udayana,pertokoan kartika udayana
POI,perumahan graha tya 2,perumahan graha tya 2
POI,pt asuransi jiwa seraya,pt asuransi jiwa seraya
POI,bubur sop ayam mang idit,bubur sop ayam mang idit
POI,klinik izati,klinik izati
POI,kantor ulin nuha,kantor ulin nuha
POI,toko buku pagar alam,toko buku pagar alam
POI,terminal mojoagung,terminal mojoagung
POI,kevin collection,kevin collection
POI,perum griya kencana,perum griya kencana
POI,nf fashionshop jogja,nf fashionshop jogja
POI,toko alvin,toko alvin
POI,sri ratu,sri ratu
POI,jaya imperial park,jaya imperial park
POI,panta pauh matur,jorong panta
POI,toko batubara ii,toko batubara ii
POI,fortuna cellular,fortuna cell
POI,bells computer,bells computer
POI,semeru residence,semeru residence
POI,brawa subak sari,brawa
POI,turkish kebab,turkish kebab
POI,deli surya jaya,deli surya jaya
POI,yayasan kalla,yayasan kalla
POI,atherry auto dan body care,atherry auto dan body care
POI,jembatan liong,jembatan liong
POI,victoria park residence,gedung sport club
POI,harti leather,harti leather
POI,hj. ratmi,hj. ratmi
POI,rejeki aki,rejeki aki
POI,sumatera selatan. kabupaten,sumber harta
POI,zazil fashion,zazil fashion
POI,ma swasta fathurrobbaaniy cis megu,ma swasta fathurrobbaaniy
POI,toko baju alvin,toko baju alvin
POI,sekolah kristen kalam kudus,sekolah kristen kalam kudus malang
POI,asrama mahasiswa ui,asrama mahasiswa ui
POI,a.j. central asia raya. pt,a.j. central asia raya. pt
POI,aan waroeng and caffe,aan waroeng and caffe
POI,cibis tower 9,cibis tower 9
POI,toko hasty,toko hasty
POI,toko warna sari,toko warna sari
POI,surya jaya motor,surya jaya motor
POI,pesona tirta,pesona tirta
POI,jambu exchel,exchel
POI,innovation factory,innovation factory
POI,meubel dahan indah,meubel dahan indah
POI,green lovina residence,green lovina residence
POI,warung makan bu yenny,warung makan bu yenny
POI,jembatan gantung danawarih,jembatan gantung danawarih
POI,green bay,green bay
POI,kebab slamet,kebab slamet
POI,warna kuning,kampung mangga
POI,cv family auto,cv family auto
POI,denokan deno,denokan
POI,lubuk rukam,lubuk rukam
POI,perumahan jaya permai,perumahan jaya permai
POI,bengkel laskar,bengkel las
POI,toko subur tani,toko subur tani
POI,rabiyem,rabiyem
POI,bpsdm hukum dan ham,bpsdm hukum dan ham
POI,whilna,whilna
POI,komplet herbal center,komplet herbal center
POI,toko agus 1,toko agus 1
POI,gorontalo computer,gorontalo computer
POI,mts al-aziz,mts al-aziz
POI,anugerah lestari motorindo,anugerah lestari motor
POI,itc dpeok lt. 2,itc dpeok lt. 2
POI,nelkomindo data persada. cv,nelkomindo data persada. cv
POI,koplek gerry permai,gerry permai
POI,pasar sungai aurora,pasar sungai aur
POI,gaia,gaia
POI,isoma,isoma
POI,lebak jero,lebak jero
POI,cipta rasa,cipta rasa
POI,sudahri,sudahri
POI,terminal indihiang,terminal indihiang
POI,desa nanga keberak,desa nanga keberak
POI,naura cell,naura cell
POI,cv. bintang mulyasari,cv. bintang mulya
POI,pertamina,pertamina
POI,warung bob's,warung bob's
POI,asrama tni ad,asrama tni ad
POI,green bay,green bay
POI,fikri,fikri
POI,ara cell,ara cell
POI,tk astu pesan,tk astu
POI,lada garam,lada garam
POI,p. slamet,p. slamet
POI,bukit hijau ciomas,bukit hijau ciomas
POI,btn citra ayu,btn citra ayu
POI,brownies koeboe jasa,brownies koe
POI,salma salon,salma salon
POI,toko aldy jaya,toko aldy jaya
POI,graha sampurna,graha sampurna
POI,terminal mojoagung,terminal mojoagung
POI,kolam renang tirta mutiara,kolam renang tirta mutiara
POI,infinity furniture,infinity furniture
POI,tpu tunas jaya,tpu tunas jaya
POI,bengkel rehan,bengkel rehan
POI,nsc finance,nsc finance
POI,ck refleksi,ck refleksi
POI,pit stop,pit stop
POI,majelis taklim miftahul huda,majelis taklim miftahul huda
POI,dipo tower,dipo tower
POI,perum singaperbangsa,perum singaperbangsa
POI,rumah makan semadi,rumah makan semadi
POI,victor doll boutique,victor doll boutique
POI,ming mobilindo,ming mobilindo
POI,yosoe nibrasindo global. pt,yosoe nibrasindo global. pt
POI,fajar gemilang motorindo,fajar gemilang motor
POI,hartini lubis,hartini lubis
POI,taman kalianget,taman kalianget
POI,polsek kapur 9,polsek kapur 9
POI,tas laptop online,tas laptop online
POI,meubel adit,meubel adit
POI,terminal tipe c,terminal tipe c parongpong
POI,komplek pertambangan,komplek pertambangan
POI,green bay,green bay
POI,wm putra aneka rasa,wm putra aneka rasa
POI,riris net,riris net
POI,warung makan,warung makan
POI,gbi setu bekasi,gbi setu bekasi
POI,ichi ban,ichi ban
POI,asrama mahasiswa ui,asrama mahasiswa ui
POI,es dawet kertobanyon,es dawet kertobanyon
POI,toko rizki cell,toko rizki cell
POI,mega jaya motor,mega jaya motor
POI,clean laundry,clean laundry
POI,gamis nibras majalengka,gamis nibras majalengka
POI,kso pep-ett,wisma argo manunggal
POI,wisma argo manunggal,wisma argo manunggal
POI,admore corp. pta,admore corp. pt
POI,toko sutar,toko sutar
POI,vi,pakis wetan vi
POI,solihan,solihan
POI,terminal cangkiran,terminal cangkiran
POI,arjuna elektronik,arjuna elektronik
POI,lui boutique & embryo distro,lui boutique & embryo distro
POI,posyandu sehat,posyandu sehat
POI,mama catering,mama catering
POI,street gallery,pondok indah
POI,akeno digital printing,akeno digital printing
POI,musholla nurul huda,musholla nurul huda
POI,pt. panca darma sakti nusa,pt. panca darma sakti nusa
POI,annpet,annpet
POI,ud. iqbal jaya,ud. iqbal jaya
POI,kerupuk lisnawati,kerupuk lisnawati
POI,h. yunus 3,h. yunus 3
POI,kiara artha park,kiara artha park
POI,pt. antilope madju puri indah,puri indah
POI,jirai nusantara,jirai nusantara
POI,tb serba guna,tb serba guna
POI,wisma monex,wisma monex
POI,duta agung,duta agung
POI,masjid raya jami,masjid raya jami
POI,helmy lombok,helmy
POI,bakso cak gondrong,bakso cak gondrong
POI,sdn nglaban 2,sdn nglaban 2
POI,ruko babatan pantai,ruko babatan pantai
POI,dokter gigi rudi raharjo mulawarman,dokter gigi rudi raharjo
POI,ruko taman harapan baru,ruko taman harapan baru
POI,toko fitrah,toko fitrah
POI,ita sugesty,ita sugesty
POI,exodus club,exodus club
POI,tangkai baru t & t,tangkai baru t & t
POI,lesehan miqqi,lesehan miqqi
POI,oxo pusat palangka raya. cv,oxo pusat palangka raya. cv
POI,universitas padjadjaran,universitas padjadjaran
POI,locus rooms,locus rooms
POI,ben??s collection,ben??s collection
POI,cuci motor mobil telaten,cuci motor mobil telaten
POI,kedai abg bang anto,kedai abg bang anto
POI,pondok bambu,pondok bambu
POI,komplek griya inti sentosa,komplek griya inti sentosa
POI,kios gama,kios gama
POI,surya laundry,surya laundry
POI,makam sunan terboyo,makam sunan terboyo
POI,lala pesantren al mubarok miftahul ulumsungai,parit masigi
POI,sahaludin,sahaludin
POI,kp. babakan,kp. babakan
POI,pasar sunan giri,pasar sunan giri
POI,selular toko-ho,satria selular toko-ho
POI,tk an nur,tk an nur
POI,kolam pancing family,kolam pancing family
POI,menara bri,menara bri
POI,ciroyom,pasar andir
POI,"bank syariah mandiri kcp jkt kedoya, rukan golden green",golden green
POI,gudang pks,gudang pks
POI,green bay,green bay
POI,bounty boneka kranggan,bounty boneka kranggan
POI,perumahan golden land,perumahan golden land
POI,pasar royal,pasar royal
POI,nirwana residence,nirwana residence
POI,dede las,dede las
POI,jembatan kampung baru,jembatan kampung baru
POI,bamba kabupaten pinrang kecamatan batulappa,jembatan bamba
POI,jebug eron,jebug eron
POI,mutiara,mutiara
POI,optik sadar jumur,optik sadar
POI,ud wastinah,ud wastinah
POI,raja jaya abadi sentausa pt,raja jaya abadi sentausa pt
POI,masjid sirojul islamiah,masjid sirojul islamiah
POI,model lux toko,model lux toko
POI,rumah gadai alifah mandiri,rumah gadai alifah mandiri
POI,aquase air mineral,aquase air mineral
POI,richeese fictory,richeese fictory
POI,depan alfamart,depan alfamart
POI,masjid baitul mukarromah,masjid baitul mukarromah
POI,torajaya celluler,torajaya celluler new
POI,kedai wong ndeso,kedai wong ndeso
POI,la tayu,la tayu
POI,gedung bri,gedung bri
POI,bali rotan,baron bali rotan
POI,kampung bahasa arab,kampung bahasa arab
POI,halte sentani,halte sentani
POI,bintang jaya. cv,bintang jaya. cv
POI,toko pelangi,toko pelangi
POI,rez q juice,rez q juice
POI,plaza lotus,plaza lotus
POI,gai toman,tanjung jabung timur
POI,dwi warsari,dwi warsari
POI,komplek the istana,komplek the istana
POI,kb mutiara,kb mutiara
POI,ocbc nisp merr surabaya,ocbc nisp merr surabaya
POI,warung pojok,warung pojok
POI,rinnai indonesia pta,rinnai indonesia pt
POI,cluster griya indah,cluster griya indah
POI,eros bag,eros bag
POI,p. zizam minoto,p. zizam minoto
POI,bsp regency,bsp regency
POI,rujak manis juri kota blang,rujak manis juri kota blang
POI,taman bunga,taman bunga
POI,pink store,pink store
POI,puskesmas pembantu sungai puar,puskesmas pembantu
POI,nindya cell,nindya cell
POI,lukluk jeje net,jeje net
POI,nusantara life,nusantara life
POI,toko arif,toko arif
POI,cafe sangrahan,cafe sangrahan k83
POI,mushola asholihin,kandang kambing
POI,dian bakso,dian bakso
POI,ud sinar wahyu,ud sinar wahyu
POI,pasar joglo,pasar joglo
POI,yudi servis hp smartphone,yudi servis hp smartphone
POI,wisata durian,wisata durian rajawetan
POI,cempaka tirta,cempaka
POI,cluster mutiara,cluster mutiara
POI,bus terminal,tirto bus terminal
POI,masjid abdussalam,masjid abdussalam
POI,perumahan bayur sarana indah,perumahan bayur sarana indah
POI,terminal cileungsi,terminal cileungsi
POI,sd negeri 01 baremada,sd negeri 01 baremada
POI,h. arsad ropidin,h. arsad ropidin
POI,dian salon,dian salon
POI,meubel mulya,meubel mulya
POI,toko pakaian,toko pakaian griya zafaku
POI,warung makan ridha,warung makan ridha
POI,mahkota,mahkota
POI,griya muslim fatma purbalingga,griya muslim fatma purbalingga
POI,jembatan merah putih,jembatan merah putih
POI,bunderan pameuntasan,bunderan pameuntasan
POI,masjid nurul taqwa,masjid nurul taqwa
POI,ud. supriatin,ud. supriatin
POI,teras jaya,teras jaya
POI,sumur bor,sumur bor
POI,pt bbts,pt bbts
POI,masjid ar roudlah,masjid ar roudlah
POI,sumur bor,sumur bor
POI,kedai cilok,kedai cilok
POI,kalia residence 3,kalia residence 3
POI,warung joss tahes,warung joss tahes
POI,melly collection,melly collection
POI,merdeka walk,merdeka walk
POI,sd nahdlatul ulama medan,sd nahdlatul ulama medan
POI,kedai kopi zeho,kedai kopi zeho
POI,tb sekawan mandiri,tb sekawan mandiri
POI,sumber rezeki pasar swalayan,sumber rezeki pasar swalayan
