entity,predict,output
POI,bpsdm hukum dan ham ri,bpsdm hukum dan ham
POI,bpsdm hukum dan ham ri,whilna
POI,bpsdm hukum dan ham ri,komplet herbal center
POI,toko agus 1,toko agus 1
POI,mts al-aziz,mts al-aziz
POI,mts al-aziz,itc dpeok lt. 2
POI,koplek gerry permai,gerry permai
POI,gaia,gaia
POI,isoma,isoma
POI,lebak jero,lebak jero
POI,prumnas harapan sejahtera,belakang hidroponik
POI,cipta rasa,cipta rasa
POI,sudahri,sudahri
POI,terminal indihiang,terminal indihiang
POI,terminal indihiang,desa nanga keberak
POI,naura cell,naura cell
POI,asrama tni ad,asrama tni ad
POI,green bay,green bay
POI,green bay,fikri
POI,green bay,ara cell
POI,green bay,tk astu
POI,green bay,lada garam
POI,p. slamet,p. slamet
POI,bukit hijau ciomas,bukit hijau ciomas
POI,btn citra ayu,btn citra ayu
POI,salma salon,salma salon
POI,toko aldy jaya,toko aldy jaya
POI,graha sampurna,graha sampurna
POI,terminal mojoagung,terminal mojoagung
POI,tpu tunas jaya,tpu tunas jaya
POI,tpu tunas jaya,nsc finance
POI,tpu tunas jaya,pit stop
POI,dipo tower,dipo tower
POI,perum singaperbangsa,perum singaperbangsa
POI,rumah makan semadi,rumah makan semadi
POI,rumah makan semadi,capital place
POI,rumah makan semadi,kali cilik
POI,yosoe nibrasindo global. pt,yosoe nibrasindo global. pt
POI,yosoe nibrasindo global. pt,hartini lubis
POI,taman kalianget,taman kalianget
POI,polsek kapur,polsek kapur 9
POI,polsek kapur,tas laptop online
POI,polsek kapur,meubel adit
POI,terminal tipe c parongpong,terminal tipe c parongpong
POI,komplek pertambangan,komplek pertambangan
POI,green bay,green bay
POI,wm putra aneka rasa,wm putra aneka rasa
POI,riris net,riris net
POI,warung makan,warung makan
POI,warung makan,gbi setu bekasi
POI,warung makan,ichi ban
POI,asrama mahasiswa ui,asrama mahasiswa ui
POI,asrama mahasiswa ui,es dawet kertobanyon
POI,toko rizki cell,toko rizki cell
POI,mega jaya motor,mega jaya motor
POI,clean laundry,clean laundry
POI,wisma argo manunggal,wisma argo manunggal
POI,toko sutar,toko sutar
POI,toko sutar,pakis wetan vi
POI,toko sutar,solihan
POI,terminal cangkiran,terminal cangkiran
POI,arjuna elektronik,arjuna elektronik
POI,arjuna elektronik,lui boutique & embryo distro
POI,posyandu sehat,posyandu sehat
POI,mama catering,mama catering
POI,pondok indah mall,pondok indah
POI,akeno digital printing,akeno digital printing
POI,akeno digital printing,pt. panca darma sakti nusa
POI,annpet,annpet
POI,ud. iqbal jaya,ud. iqbal jaya
POI,kerupuk lisnawati,kerupuk lisnawati
POI,kerupuk lisnawati,h. yunus 3
POI,taman kiara artha park,kiara artha park
POI,puri indah mall,puri indah
POI,jirai nusantara,jirai nusantara
POI,tb serba guna,tb serba guna
POI,wisma monex,wisma monex
POI,wisma monex,duta agung
POI,wisma monex,masjid raya jami
POI,helmy lombok,helmy
POI,bakso cak gondrong,bakso cak gondrong
POI,sdn nglaban 2,sdn nglaban 2
POI,ruko babatan,ruko babatan pantai
POI,ruko babatan,ruko taman harapan baru
POI,toko fitrah,toko fitrah
POI,exodus club,exodus club
POI,exodus club,tangkai baru t & t
POI,lesehan miqqi,lesehan miqqi
POI,lesehan miqqi,oxo pusat palangka raya. cv
POI,universitas padjadjaran,universitas padjadjaran
POI,locus rooms,locus rooms
POI,ben??s collection,ben??s collection
POI,cuci motor mobil telaten,cuci motor mobil telaten
POI,kedai abg bang anto,kedai abg bang anto
POI,pondok bambu,pondok bambu
POI,komplek griya inti sentosa,komplek griya inti sentosa
POI,kios gama,kios gama
POI,surya laundry,surya laundry
POI,surya laundry,makam sunan terboyo
POI,surya laundry,parit masigi
POI,sahaludin,sahaludin
POI,sahaludin,kp. babakan
POI,pasar sunan giri,pasar sunan giri
POI,tk an nur,tk an nur
POI,menara bri,menara bri
POI,menara bri,pasar andir
POI,rukan golden green,golden green
POI,green bay,green bay
POI,green bay,bounty boneka kranggan
POI,perumahan golden land,perumahan golden land
POI,pasar royal,pasar royal
POI,nirwana residence,nirwana residence
POI,dede las,dede las
POI,jembatan kampung baru,jembatan kampung baru
POI,jembatan bamba,jembatan bamba
POI,jebug eron,jebug eron
POI,jebug eron,optik sadar
POI,ud wastinah,ud wastinah
POI,ud wastinah,raja jaya abadi sentausa pt
POI,model lux toko,model lux toko
POI,model lux toko,rumah gadai alifah mandiri
POI,model lux toko,aquase air mineral
POI,model lux toko,depan alfamart
POI,kedai wong ndeso,kedai wong ndeso
POI,la tayu,la tayu
POI,gedung bri,gedung bri
POI,gedung bri,baron bali rotan
POI,kampung bahasa arab,kampung bahasa arab
POI,halte sentani,halte sentani
POI,toko pelangi,toko pelangi
POI,toko pelangi,rez q juice
POI,plaza lotus,plaza lotus
POI,plaza lotus,tanjung jabung timur
POI,plaza lotus,dwi warsari
POI,komplek the istana,komplek the istana
POI,kb mutiara,kb mutiara
POI,ocbc nisp merr surabaya,ocbc nisp merr surabaya
POI,cluster griya indah,cluster griya indah
POI,cluster griya indah,eros bag
POI,cluster griya indah,p. zizam minoto
POI,bsp regency,bsp regency
POI,bsp regency,rujak manis juri kota blang
POI,taman bunga,taman bunga
POI,pink store,pink store
POI,pink store,selasar kartini
POI,puskesmas pembantu,puskesmas pembantu
POI,nindya cell,nindya cell
POI,lukluk jeje net,jeje net
POI,toko arif,toko arif
POI,toko arif,kandang kambing
POI,dian bakso,dian bakso
POI,ud sinar wahyu,ud sinar wahyu
POI,ud sinar wahyu,pasar joglo
POI,yudi servis hp smartphone,yudi servis hp smartphone
POI,cluster mutiara,cluster mutiara
POI,cluster mutiara,tirto bus terminal
POI,masjid abdussalam,masjid abdussalam
POI,perumahan bayur sarana indah,perumahan bayur sarana indah
POI,terminal cileungsi,terminal cileungsi
POI,sd negeri 01 baremada,sd negeri 01 baremada
POI,sd negeri 01 baremada,h. arsad ropidin
POI,sd negeri 01 baremada,dian salon
POI,sd negeri 01 baremada,meubel mulya
POI,toko pakaian griya zafaku,toko pakaian griya zafaku
POI,warung makan ridha,warung makan ridha
POI,warung makan ridha,griya muslim fatma purbalingga
POI,jembatan merah putih,jembatan merah putih
POI,bunderan pameuntasan,bunderan pameuntasan
POI,masjid nurul taqwa,masjid nurul taqwa
POI,teras jaya,teras jaya
POI,sumur bor,sumur bor
POI,pt bbts,pt bbts
POI,pt bbts,kampung gandrung
POI,masjid ar roudlah,masjid ar roudlah
POI,sumur bor,sumur bor
POI,kedai cilok,kedai cilok
POI,kalia residence 3,kalia residence 3
POI,warung joss tahes,warung joss tahes
POI,melly collection,melly collection
POI,merdeka walk,merdeka walk
POI,sd nahdlatul ulama medan,sd nahdlatul ulama medan
POI,kedai kopi zeho,kedai kopi zeho
POI,tb sekawan mandiri,tb sekawan mandiri
POI,zenn cafe,zenn cafe
POI,posyandu ngadi asih,posyandu ngadi asih
POI,auto star,auto star
POI,bp pemuda,bp pemuda
POI,griya mas matahari,griya mas matahari
POI,smk negeri 1 purworejo,kotak pos 127
POI,smk negeri 1 purworejo,rumah barokah
POI,iramart,iramart limpung
POI,cluster bumi tessa,cluster bumi tessa
POI,cluster bumi tessa,rinnai
POI,cluster bumi tessa,depan bank sultra
POI,perumahan lingkar pratama,perumahan lingkar pratama
POI,perumahan lingkar pratama,saung h.yusuf
POI,kenari cell,kenari cell
POI,kampung lisung uyut,kampung lisung uyut
POI,putra mandiri regency,putra mandiri regency
POI,paradise resort,paradise resort
POI,paradise resort,untung ada mobil
POI,paradise resort,dr alit putu
POI,paradise resort,pinang ranti
POI,pasar mobil kematoran,pasar mobil
POI,tugu topeng,tugu topeng
POI,tugu topeng,perum fajar gedongan
POI,warung madura,warung madura
POI,grand palais,grand palais
POI,grand palais,griya melati mas
POI,perumahan taman setiabudi,perumahan taman setiabudi
POI,perumahan taman setiabudi,condo graha
POI,perumahan taman setiabudi,masjid nurul islam
POI,halte st .maria,halte st .maria
POI,golf lake residence,golf lake residence
POI,home industri music,soleh h.sukhemi home industri music
POI,home industri music,jepun putih
POI,home industri music,merbabu shop
POI,buana impian 2,buana impian 2
POI,alexa net,alexa net
POI,midi glee u,midi glee u
POI,midi glee u,toko tina
POI,midi glee u,indo kmj starry jaya
POI,bakso adi,bakso adi
POI,madrasah at - taqwa,madrasah at - taqwa
POI,toko rhama toys,toko rhama toys
POI,aspen residence,aspen residence
POI,aspen residence,trend salon
POI,cafe bu sukri,cafe bu sukri
POI,komplek dki joglo,komplek dki joglo
POI,komplek dki joglo,abid mesin
POI,toko yanto,toko yanto
POI,gedung jsm,gedung jsm
POI,princes salon,princes salon
POI,warnet neo,warnet neo
POI,warnet neo,pizza master
POI,warnet neo,obat vitalitas
POI,warnet neo,logo-lombok grafika pro
POI,warnet neo,siemens ag pt
POI,subur agung cuci motor,subur agung cuci motor
POI,subur agung cuci motor,depot cilat cilut
POI,mekar manis,mekar manis
POI,jembatan merah plaza,siska modes
POI,plaza lotus,plaza lotus
POI,rm alam baru,rm alam baru
POI,tamora gallery,tamora gallery
POI,perumahan kim lipi,perumahan kim lipi
POI,perumahan kim lipi,sukomulyo
POI,groovy pet center,groovy pet center
POI,dipo tower,dipo tower
POI,dipo tower,taman puspa raya
POI,kolam renang tirta bayu,kolam renang tirta bayu
POI,kolam renang tirta bayu,pangkalan gas tria
POI,lisna diatmika shop,lisna diatmika shop
POI,pasar batang,ds ps. batang
POI,jaya dewi,jaya dewi
POI,terminal cepu,terminal cepu
POI,terminal cepu,kos talitha
POI,terminal cepu,wisata bukit mas 2
POI,musashi,musashi
POI,acc tailor,acc tailor
POI,game centre,kapuas game centre
POI,terminal tawang alun jember,terminal tawang alun jember
POI,taman kota ciperna,taman kota
POI,warkop kodam,warkop kodam
POI,warkop kodam,mt muqoddim
POI,perumahan magnolia,perumahan magnolia
POI,perumahan magnolia,kiosbibit
POI,perumahan magnolia,pangkalan jati
POI,toko agung yekti,toko agung yekti
POI,qshop,qshop
POI,jembatan agen,taman burung
POI,jembatan agen,indomaret
POI,toko elektronik,toko elektronik
POI,toko elon,toko elon
POI,baliwood art's link,baliwood art's link
POI,baliwood art's link,vi cell
POI,penginapan anugrah,penginapan anugrah
POI,negara ratu,negara ratu
POI,negara ratu,base camp
POI,toko parti,toko parti
POI,toko parti,cinema xxi
POI,toko panca jaya,toko panca jaya
POI,toko panca jaya,ayam penyet cut lan
POI,ranch market,ranch market
POI,kebab bilal,kebab bilal
POI,kebab bilal,warung pak udin terminal
POI,tk anak bangsa,tk anak bangsa
POI,tk anak bangsa,jne
POI,gaul salon,gaul salon
POI,gaul salon,mulya indah
POI,gaul salon,smp negeri 1 wawolesea
POI,gaul salon,nuri
POI,gaul salon,msc comp
POI,kak nana,kak nana
POI,hanafiah,hanafiah
POI,taman balam,taman balam emas
POI,taman balam,tiying tutul
POI,pd. sinar jaya teknik,pd. sinar jaya teknik
POI,pd. sinar jaya teknik,swasti bali
POI,tebing karya mandiri,tebing karya mandiri
POI,tebing karya mandiri,sdn 2 selajambe
POI,toko perabot gemilang abadi,toko perabot gemilang abadi
POI,toko perabot gemilang abadi,bandara pusako anak nagari
POI,toko farhan,toko farhan
POI,rusun kapuk muara blokg,rusun kapuk muara
POI,universitas trisakti,universitas trisakti
POI,terminal bus rajekwesi bojonegoro,terminal bus rajekwesi bojonegoro
POI,terminal bus rajekwesi bojonegoro,puri oka jegu
POI,sma muhammadiyah gedongkiwo,sma muhammadiyah
POI,komplek pesona pasteur residence,komplek pesona pasteur residence
POI,dsas shop,dsas shop
POI,hdi hive menteng,hdi hive menteng
POI,cellular,126 cellular
POI,cellular,kios pasar kanoman
POI,cellular,osbda
POI,mamminasata,mamminasata
POI,mamminasata,stie nusa dharma
POI,al dziki,al dziki
POI,rm chinese food,rm chinese food
POI,rm chinese food,okay print foto copy
POI,rm chinese food,taman batu 10
POI,dbest,dbest
POI,taman permata buana,taman permata buana
POI,legok permai,legok permai
POI,kawasan industri putra,kawasan industri putra daya perkasa
POI,warnet aruma,warnet aruma
POI,kea boutique ho,kea boutique ho
POI,pangkas,pangkas
POI,pangkas,charles & keith
POI,terminal majalaya,terminal majalaya
POI,laundry melia,laundry melia
POI,ud simon santoso,ud simon santoso
POI,ud simon santoso,firman jati belanda
POI,kompleks pengairan cijagra 1,kompleks pengairan
POI,warung kopi kang asep,warung kopi kang asep
POI,bakso 3q hartaco,bakso 3q hartaco
POI,kawasan industri,kawasan industri
POI,kawasan industri,pasar kranji
POI,kawasan industri,fatur
POI,kawasan industri,gpdi genesaret
POI,toko kocu,toko kocu
POI,musholla an-nuur,musholla an-nuur
POI,solidcom dwitama,solidcom dwitama
POI,angkringan mas pur arif,angkringan mas pur arif
POI,kp.lebak jero,lebak jero
POI,kp.tunjung ketug,tunjung ketug
POI,jembatan bogo,jembatan bogo-bogo
POI,jembatan bogo,rumah sakit umum daerah muara jambi
POI,paradise resort,paradise resort
POI,bagus cottages,batur bagus cottages
POI,bengkel wd teknik,bengkel wd teknik
POI,dapur mutiara,dapur mutiara
POI,kelompok bermain siti,kelompok bermain siti hajar 3
POI,kelompok bermain siti,rafles hills
POI,kelompok bermain siti,creo unggul asri utama pt
POI,oasis lestari,oasis lestari
POI,leyeh leyeh electrik,leyeh leyeh electrik
POI,palm spring regency,palm spring regency
POI,toko sari utama,toko sari utama
POI,warung riski,warung riski
POI,kp. lembur sawah,kp. lembur sawah
POI,kantor desa jating,kantor desa jating
POI,de'wang art,de'wang art
POI,jamindo anugrah sukses,jamindo anugrah sukses-mataram
POI,nur bordir,nur bordir
POI,gedung bika,gedung bika
POI,caesar collection,caesar collection
POI,kios bilal,kios bilal
POI,kios bilal,smp
POI,toko saputra,toko saputra
POI,toko saputra,ra restu ibu
POI,toko saputra,toko simamora
POI,wisma argo manunggal,wisma argo manunggal
POI,aneka jaya juice,aneka jaya juice
POI,mts swasta darul hikmah,mts swasta darul hikmah
POI,soto ayam ambengan sadi asli,soto ayam ambengan sadi asli
POI,muara baru,muara baru
POI,toko acer,toko acer
POI,tisna,tisna
POI,rumah makan coto murah,rumah makan coto murah
POI,melati rias pengantin dan kursus,melati rias pengantin dan kursus
POI,nsc finance,nsc finance
POI,wisma monex,wisma monex
POI,warkop alim,warkop alim jaya
POI,elfath kids,elfath kids
POI,citra kenanga,citra kenanga
POI,pasar rumput,pasar rumput
POI,queen ponsel,queen ponsel
POI,dokter specs,dokter specs
POI,dokter specs,dutch
POI,dokter specs,ceker bang tato
POI,dokter specs,bintang logam
POI,the executive,the executive
POI,palm spring regency,palm spring regency
POI,griya cempaka arum,griya cempaka arum
POI,artomoro cell,artomoro cell
POI,artomoro cell,abadi game
POI,artomoro cell,esa cellular
POI,stasiun meluwung,stasiun meluwung
POI,jembatan cimeneng,jembatan cimeneng
POI,toko gopar,toko gopar
POI,koperasi an-nisa,koperasi an-nisa
POI,panti asuhan al madinah,panti asuhan al madinah
POI,komplek puri citra,komplek puri citra
POI,toko obat maju,toko obat maju
POI,cluster viscany,cluster viscany
POI,toko siti,toko siti masrilsah
POI,taman permata buana,taman permata buana
POI,warung ridho,warung ridho
POI,diva club,diva club
POI,depan phdm 1,halte phdm a
POI,depan phdm 1,salon nr cangaan
POI,depi kios,depi kios
POI,toko baju royal branded,toko baju royal branded
POI,kios jamu zahra,kios jamu zahra
POI,rm pariaman jaya,rm pariaman jaya
POI,bukit mertelu,bukit mertelu
POI,perumahan bumi cipta laras,perumahan bumi cipta laras
POI,perumahan taman asri,perumahan taman asri
POI,stasiun kalisetail,stasiun kalisetail
POI,rs umum anna,rs umum anna
POI,vico tailor,vico tailor
POI,komplek reklamasi,komplek reklamasi pantai
POI,mustika hegar regency,mustika hegar regency
POI,toko s dan q,toko s dan q
POI,nerada estate,nerada estate
POI,teras country residence,teras country residence
POI,amru ponsel,amru ponsel
POI,wedangan didot,wedangan didot
POI,wedangan didot,depan kodim
POI,lios tailor,lios tailor
POI,lios tailor,lapak burung tebaci
POI,lios tailor,smk gondang wonopringgo
POI,lios tailor,srini
POI,perumahan mulya asri,perumahan mulya asri
POI,perumahan mulya asri,pln
POI,perumahan mulya asri,citra villa
POI,griya bugangin asri,griya bugangin asri
POI,florida utama,florida utama
POI,toko rizky jaya,toko rizky jaya
POI,perumahan riversidere,rmh kedua samping perumahan riversidere
POI,ud. rajiono,ud. rajiono
POI,toko rahmad,toko rahmad
POI,graha semarang,graha semarang
POI,kyoko baby kids,kyoko baby kids
POI,perum alifa,perum alifa
POI,pt. putra bakti utama,pt. putra bakti utama
POI,rujak dan buah,asinan rujak dan buah
POI,mojo sambal bu rudy,sambal bu rudy
POI,mojo sambal bu rudy,lestari reklame dan percetakan
POI,kios pulsa,kios pulsa
POI,kios pulsa,bengkel motor akhui
POI,bank central asia,bank central asia
POI,perumahan daun village,perumahan daun village
POI,winklin,winklin
POI,graha mandiri residence,graha mandiri residence
POI,graha mandiri residence,perum leman mandiri
POI,tpa al hikmah,tpa al hikmah
POI,laris abadi toko,laris abadi toko
POI,toko java fashion,toko java fashion
POI,kevin cell,kevin cell
POI,bakso surya,bakso surya
POI,bakso surya,yayasan kdm
POI,bakso surya,wak noer melayu deli
POI,avalokitesvara vipassana graha,avalokitesvara vipassana graha
POI,avalokitesvara vipassana graha,mie kumis
POI,precise-ho,precise-ho
POI,paduana musik aan,paduana musik aan
POI,toko yana,toko yana
POI,ud arti yasa,ud arti yasa
POI,ud arti yasa,sma yos sudarso
POI,perumahan wahana,perumahan wahana
POI,perumahan wahana,marelan pasar iv
POI,pkl jambangan,sentra pkl jambangan
POI,ayam bakar ekasari,ayam bakar ekasari
POI,ayam bakar ekasari,candi baru
POI,ayam bakar ekasari,parit antara
POI,ayam bakar ekasari,pt nadzif putra
POI,kawasan industri,kawasan industri mm2100
POI,thiefa,thiefa
POI,thiefa,warung sayur tante rini
POI,thiefa,purwasari
POI,thiefa,bandara makassar
POI,warnet satrianet,ciekek malati
POI,wisma bca bsd city,wisma bca bsd city
POI,idah,idah
POI,rezi motor,rezi motor
POI,tugu meriam,tugu meriam
POI,jne,jne
POI,jne,burhanuddin
POI,jne,diva bintang
POI,agen tiens,agen tiens
POI,kubang resto,kubang resto
POI,pondok karya agung,pondok karya agung
POI,pondok karya agung,warung mak ha
POI,83 cell,83 cell
POI,pesona tirta asri,pesona tirta asri
POI,bri link,bri link
POI,komplek mbc,komplek mbc
POI,agen brilink,agen brilink
POI,warung barokah bibis tama,warung barokah
POI,terminal subang,terminal subang
POI,terminal subang,metro parung
POI,palm spring regency,palm spring regency
POI,warung cak sandy,warung cak sandy
POI,pecel lele,pecel lele
POI,bakso & mie ayam salim,bakso & mie ayam salim
POI,bakso & mie ayam salim,pilahan kg
POI,salontyo,salontyo
POI,r steel,r steel
POI,toko fashion,toko fashion
